type,paperless_billing,payment_method,total_charges,contract_terminated,senior_citizen,partner,dependents,internet_service,online_security,online_backup,device_protection,tech_support
Month-to-month,Yes,Mailed check,42.45,0,0,No,No,No Internet,No Internet,No Internet,No Internet,No Internet
One year,No,Credit card (automatic),5461.45,0,0,No,No,Fiber optic,No,Yes,Yes,No
Two year,No,Mailed check,571.75,0,0,Yes,Yes,No Internet,No Internet,No Internet,No Internet,No Internet
Two year,No,Credit card (automatic),5498.2,0,0,Yes,No,DSL,Yes,No,Yes,Yes
Month-to-month,Yes,Electronic check,96.85,0,0,No,No,DSL,No,No,No,Yes
Month-to-month,No,Bank transfer (automatic),111.05,0,0,No,No,DSL,No,No,No,No
Month-to-month,No,Credit card (automatic),94.4,0,0,Yes,No,DSL,No,Yes,No,No
Month-to-month,Yes,Electronic check,923.85,0,0,No,No,DSL,Yes,No,No,No
Month-to-month,No,Mailed check,141.1,0,0,No,No,No Internet,No Internet,No Internet,No Internet,No Internet
Month-to-month,Yes,Mailed check,628.65,0,0,Yes,Yes,DSL,No,No,No,No
One year,Yes,Electronic check,5576.3,0,0,Yes,Yes,Fiber optic,No,Yes,Yes,No
Two year,No,Mailed check,1245.6,0,0,Yes,Yes,No Internet,No Internet,No Internet,No Internet,No Internet
Month-to-month,No,Mailed check,1287.85,0,0,No,No,DSL,Yes,Yes,Yes,Yes
One year,No,Mailed check,1939.35,0,0,Yes,Yes,DSL,Yes,Yes,No,No
Month-to-month,Yes,Electronic check,118.25,0,1,Yes,No,DSL,No,No,Yes,No
Two year,No,Mailed check,452.55,0,0,Yes,Yes,No Internet,No Internet,No Internet,No Internet,No Internet
One year,No,Credit card (automatic),2696.55,0,0,No,No,DSL,Yes,Yes,Yes,Yes
Month-to-month,No,Electronic check,875.35,0,0,No,No,DSL,No,Yes,No,No
Two year,Yes,Credit card (automatic),1267.05,0,0,Yes,Yes,No Internet,No Internet,No Internet,No Internet,No Internet
Two year,No,Credit card (automatic),494.9,0,0,Yes,Yes,No Internet,No Internet,No Internet,No Internet,No Internet
Month-to-month,Yes,Mailed check,799.0,0,0,No,No,DSL,No,No,No,Yes
Two year,No,Mailed check,106.9,0,0,No,Yes,No Internet,No Internet,No Internet,No Internet,No Internet
Month-to-month,Yes,Electronic check,710.05,0,0,No,No,DSL,No,Yes,No,No
Month-to-month,Yes,Credit card (automatic),568.2,0,0,No,No,DSL,Yes,No,No,No
Two year,Yes,Bank transfer (automatic),8012.75,0,0,No,No,Fiber optic,No,Yes,Yes,Yes
One year,Yes,Mailed check,184.95,0,0,Yes,No,No Internet,No Internet,No Internet,No Internet,No Internet
One year,Yes,Mailed check,1096.65,0,0,Yes,Yes,DSL,Yes,No,No,Yes
Month-to-month,Yes,Credit card (automatic),3684.95,0,0,Yes,Yes,Fiber optic,Yes,No,Yes,No
Month-to-month,Yes,Electronic check,1752.45,0,1,No,No,Fiber optic,No,Yes,Yes,No
One year,Yes,Credit card (automatic),7210.85,0,1,Yes,Yes,Fiber optic,Yes,Yes,No,Yes
One year,No,Bank transfer (automatic),5264.5,0,0,Yes,Yes,DSL,Yes,Yes,Yes,Yes
Month-to-month,Yes,Mailed check,2157.3,0,0,No,No,Fiber optic,No,Yes,No,No
Month-to-month,Yes,Electronic check,24.4,0,0,No,No,DSL,No,No,No,No
Month-to-month,No,Credit card (automatic),433.95,0,0,No,No,Fiber optic,No,No,No,No
Two year,Yes,Credit card (automatic),5607.75,0,0,Yes,Yes,DSL,Yes,Yes,Yes,Yes
Month-to-month,No,Bank transfer (automatic),4433.3,0,0,Yes,Yes,Fiber optic,No,Yes,Yes,Yes
Month-to-month,Yes,Electronic check,964.35,0,0,No,Yes,Fiber optic,No,No,Yes,Yes
Two year,No,Bank transfer (automatic),1460.85,0,0,Yes,Yes,No Internet,No Internet,No Internet,No Internet,No Internet
One year,No,Mailed check,951.55,0,0,Yes,Yes,No Internet,No Internet,No Internet,No Internet,No Internet
One year,No,Mailed check,1821.2,0,0,Yes,Yes,DSL,Yes,No,No,No
One year,No,Credit card (automatic),1600.95,0,0,No,No,No Internet,No Internet,No Internet,No Internet,No Internet
Month-to-month,Yes,Mailed check,399.25,0,0,No,No,Fiber optic,No,No,No,Yes
Month-to-month,Yes,Electronic check,3634.8,0,0,No,No,Fiber optic,No,Yes,Yes,Yes
Two year,No,Mailed check,292.4,0,0,Yes,No,No Internet,No Internet,No Internet,No Internet,No Internet
One year,No,Mailed check,218.55,0,0,Yes,Yes,No Internet,No Internet,No Internet,No Internet,No Internet
Two year,Yes,Bank transfer (automatic),5071.9,0,0,Yes,Yes,DSL,No,Yes,No,Yes
One year,No,Credit card (automatic),1423.35,0,0,Yes,Yes,DSL,Yes,No,No,Yes
Two year,No,Electronic check,3068.6,0,0,Yes,No,DSL,Yes,Yes,Yes,No
Two year,Yes,Electronic check,4690.65,0,0,Yes,No,Fiber optic,No,Yes,No,No
One year,No,Bank transfer (automatic),6157.6,0,0,Yes,No,Fiber optic,No,Yes,Yes,No
One year,Yes,Credit card (automatic),1442.65,0,0,Yes,Yes,No Internet,No Internet,No Internet,No Internet,No Internet
Month-to-month,Yes,Electronic check,3369.05,0,0,No,No,Fiber optic,No,No,No,No
Two year,Yes,Credit card (automatic),4671.65,0,0,Yes,No,DSL,Yes,Yes,No,Yes
Two year,No,Mailed check,272.35,0,0,Yes,Yes,No Internet,No Internet,No Internet,No Internet,No Internet
Month-to-month,Yes,Bank transfer (automatic),3645.05,0,0,No,Yes,Fiber optic,No,Yes,No,No
Month-to-month,No,Mailed check,135.75,0,0,No,No,DSL,Yes,No,Yes,No
Month-to-month,No,Electronic check,1319.85,0,0,Yes,Yes,DSL,Yes,No,No,Yes
Month-to-month,Yes,Credit card (automatic),229.4,0,0,No,No,DSL,No,Yes,No,No
Month-to-month,Yes,Electronic check,370.25,0,0,No,No,DSL,No,Yes,No,No
Two year,No,Bank transfer (automatic),5714.2,0,0,Yes,Yes,DSL,Yes,Yes,Yes,Yes
Month-to-month,Yes,Credit card (automatic),1233.25,0,0,No,No,DSL,No,No,Yes,No
Two year,No,Credit card (automatic),3571.6,0,0,Yes,No,DSL,Yes,No,Yes,Yes
Month-to-month,No,Mailed check,83.3,0,0,No,No,No Internet,No Internet,No Internet,No Internet,No Internet
One year,Yes,Credit card (automatic),8035.95,0,0,No,No,Fiber optic,Yes,Yes,Yes,Yes
One year,No,Mailed check,579.4,0,0,Yes,Yes,No Internet,No Internet,No Internet,No Internet,No Internet
Two year,Yes,Electronic check,7634.25,0,1,Yes,No,Fiber optic,No,Yes,Yes,Yes
Month-to-month,No,Electronic check,3653.0,0,1,No,No,Fiber optic,No,No,No,No
Month-to-month,Yes,Electronic check,241.3,0,0,Yes,Yes,Fiber optic,No,Yes,No,Yes
Two year,No,Electronic check,3870.3,0,0,Yes,Yes,DSL,No,Yes,No,Yes
Two year,No,Mailed check,387.9,0,0,Yes,No,No Internet,No Internet,No Internet,No Internet,No Internet
One year,No,Credit card (automatic),527.5,0,0,No,No,No Internet,No Internet,No Internet,No Internet,No Internet
Month-to-month,Yes,Electronic check,2104.55,0,0,No,No,DSL,Yes,Yes,No,No
Month-to-month,No,Mailed check,20.3,0,0,No,No,No Internet,No Internet,No Internet,No Internet,No Internet
Month-to-month,No,Electronic check,19.2,0,0,No,No,No Internet,No Internet,No Internet,No Internet,No Internet
One year,No,Electronic check,3019.1,0,0,No,No,Fiber optic,No,Yes,Yes,No
One year,Yes,Bank transfer (automatic),7051.95,0,1,Yes,No,Fiber optic,No,Yes,Yes,Yes
One year,No,Bank transfer (automatic),1190.5,0,0,Yes,No,DSL,Yes,Yes,Yes,No
One year,No,Credit card (automatic),4448.8,0,0,Yes,No,DSL,Yes,Yes,No,Yes
Month-to-month,Yes,Credit card (automatic),1011.05,0,1,Yes,No,DSL,Yes,No,No,No
Two year,No,Mailed check,1714.95,0,0,Yes,No,No Internet,No Internet,No Internet,No Internet,No Internet
Month-to-month,No,Mailed check,535.35,0,0,No,Yes,No Internet,No Internet,No Internet,No Internet,No Internet
Month-to-month,No,Electronic check,75.55,0,0,No,No,Fiber optic,No,No,Yes,No
One year,No,Electronic check,6273.4,0,0,Yes,No,Fiber optic,No,Yes,Yes,No
Month-to-month,Yes,Electronic check,70.25,0,0,No,No,Fiber optic,No,No,No,No
Month-to-month,Yes,Mailed check,908.75,0,0,Yes,No,DSL,No,No,No,Yes
Two year,No,Bank transfer (automatic),212.3,0,0,No,Yes,No Internet,No Internet,No Internet,No Internet,No Internet
Month-to-month,No,Electronic check,316.2,0,0,No,No,No Internet,No Internet,No Internet,No Internet,No Internet
Two year,No,Mailed check,1079.05,0,0,Yes,Yes,No Internet,No Internet,No Internet,No Internet,No Internet
Month-to-month,Yes,Electronic check,564.65,0,0,No,No,Fiber optic,No,No,No,No
Two year,No,Credit card (automatic),6161.9,0,0,Yes,Yes,DSL,Yes,Yes,Yes,Yes
Month-to-month,No,Mailed check,2106.05,0,1,No,No,DSL,No,No,No,No
One year,No,Credit card (automatic),2511.55,0,0,No,No,DSL,Yes,Yes,Yes,No
One year,No,Bank transfer (automatic),318.6,0,0,No,No,No Internet,No Internet,No Internet,No Internet,No Internet
One year,Yes,Electronic check,7323.15,0,0,Yes,No,Fiber optic,No,Yes,Yes,No
Month-to-month,Yes,Electronic check,186.05,0,1,No,No,Fiber optic,No,No,No,No
Two year,No,Mailed check,454.0,0,0,Yes,Yes,No Internet,No Internet,No Internet,No Internet,No Internet
One year,Yes,Electronic check,7521.95,0,1,No,No,Fiber optic,No,Yes,Yes,No
Month-to-month,Yes,Credit card (automatic),999.8,0,0,Yes,No,Fiber optic,No,Yes,No,No
One year,No,Bank transfer (automatic),2369.7,0,0,No,No,DSL,Yes,No,No,Yes
Two year,No,Credit card (automatic),6297.65,0,0,Yes,No,Fiber optic,No,Yes,Yes,Yes
Month-to-month,No,Mailed check,1461.45,0,0,No,No,DSL,Yes,No,No,Yes
Month-to-month,Yes,Mailed check,416.4,0,0,No,No,No Internet,No Internet,No Internet,No Internet,No Internet
Month-to-month,No,Credit card (automatic),4869.35,0,1,No,No,DSL,No,Yes,Yes,Yes
Two year,Yes,Bank transfer (automatic),3265.95,0,0,Yes,No,DSL,No,Yes,Yes,Yes
Two year,No,Mailed check,358.15,0,0,No,No,No Internet,No Internet,No Internet,No Internet,No Internet
One year,Yes,Electronic check,2939.8,0,0,Yes,No,Fiber optic,No,No,Yes,No
Two year,Yes,Mailed check,4652.4,0,0,No,No,DSL,Yes,Yes,Yes,Yes
One year,Yes,Electronic check,4408.45,0,0,No,No,Fiber optic,No,Yes,Yes,No
Month-to-month,Yes,Electronic check,580.8,0,1,No,No,DSL,Yes,No,No,No
Month-to-month,Yes,Bank transfer (automatic),2495.2,0,0,Yes,Yes,DSL,Yes,Yes,Yes,No
Month-to-month,Yes,Bank transfer (automatic),5913.95,0,1,No,No,Fiber optic,No,Yes,No,Yes
Two year,No,Bank transfer (automatic),1389.35,0,0,Yes,Yes,No Internet,No Internet,No Internet,No Internet,No Internet
Month-to-month,Yes,Mailed check,19.4,0,0,Yes,Yes,No Internet,No Internet,No Internet,No Internet,No Internet
Two year,No,Credit card (automatic),1629.2,0,0,Yes,No,No Internet,No Internet,No Internet,No Internet,No Internet
Two year,No,Mailed check,6033.1,0,0,Yes,No,DSL,Yes,Yes,Yes,Yes
Month-to-month,No,Mailed check,44.4,0,0,No,No,No Internet,No Internet,No Internet,No Internet,No Internet
One year,Yes,Bank transfer (automatic),3320.75,0,0,No,No,DSL,Yes,No,Yes,Yes
Two year,No,Credit card (automatic),1867.7,0,0,Yes,Yes,No Internet,No Internet,No Internet,No Internet,No Internet
One year,Yes,Electronic check,3972.25,0,0,Yes,No,DSL,Yes,No,No,Yes
Month-to-month,No,Mailed check,155.9,0,0,No,No,No Internet,No Internet,No Internet,No Internet,No Internet
Month-to-month,Yes,Mailed check,3673.15,0,0,Yes,No,DSL,Yes,No,Yes,No
Month-to-month,Yes,Mailed check,70.6,0,0,No,No,Fiber optic,No,No,No,No
One year,No,Credit card (automatic),1126.75,0,0,Yes,No,No Internet,No Internet,No Internet,No Internet,No Internet
Month-to-month,No,Mailed check,73.45,0,0,No,No,No Internet,No Internet,No Internet,No Internet,No Internet
One year,Yes,Mailed check,2413.05,0,0,Yes,Yes,DSL,No,No,No,No
Two year,Yes,Bank transfer (automatic),6912.7,0,0,Yes,No,Fiber optic,No,No,Yes,Yes
One year,No,Electronic check,1581.95,0,0,No,No,DSL,Yes,Yes,No,No
Month-to-month,No,Bank transfer (automatic),5586.45,0,0,No,No,Fiber optic,Yes,Yes,Yes,No
One year,No,Credit card (automatic),5846.65,0,0,Yes,Yes,Fiber optic,Yes,Yes,No,No
Two year,Yes,Electronic check,6424.7,0,0,Yes,No,DSL,Yes,Yes,Yes,Yes
One year,Yes,Credit card (automatic),6018.65,0,0,Yes,Yes,Fiber optic,Yes,Yes,Yes,No
Two year,Yes,Credit card (automatic),3373.4,0,0,No,No,DSL,No,No,Yes,Yes
Month-to-month,No,Bank transfer (automatic),1537.9,0,0,No,No,Fiber optic,No,No,No,No
Two year,Yes,Bank transfer (automatic),1080.55,0,0,No,No,No Internet,No Internet,No Internet,No Internet,No Internet
Month-to-month,No,Credit card (automatic),82.85,0,0,No,No,No Internet,No Internet,No Internet,No Internet,No Internet
One year,No,Credit card (automatic),2016.45,0,0,No,Yes,DSL,Yes,Yes,No,No
Month-to-month,Yes,Bank transfer (automatic),5327.25,0,0,Yes,Yes,Fiber optic,Yes,No,No,Yes
One year,No,Mailed check,683.25,0,0,No,No,No Internet,No Internet,No Internet,No Internet,No Internet
Two year,Yes,Bank transfer (automatic),1263.05,0,1,Yes,No,No Internet,No Internet,No Internet,No Internet,No Internet
Two year,Yes,Electronic check,7714.65,0,1,Yes,No,Fiber optic,Yes,Yes,Yes,Yes
Two year,No,Mailed check,130.5,0,0,Yes,Yes,DSL,Yes,Yes,No,Yes
Month-to-month,Yes,Credit card (automatic),2621.75,0,0,Yes,Yes,Fiber optic,No,No,No,No
Two year,No,Mailed check,1875.25,0,0,No,No,DSL,Yes,No,Yes,Yes
Month-to-month,Yes,Mailed check,837.5,0,0,No,Yes,DSL,Yes,No,No,No
Month-to-month,No,Bank transfer (automatic),401.5,0,0,Yes,Yes,DSL,No,Yes,No,Yes
Month-to-month,No,Electronic check,6118.95,0,0,Yes,No,Fiber optic,Yes,Yes,Yes,No
Two year,Yes,Mailed check,6480.9,0,0,Yes,Yes,Fiber optic,No,Yes,No,Yes
Month-to-month,Yes,Bank transfer (automatic),1800.05,0,0,No,No,DSL,Yes,Yes,No,No
Two year,Yes,Bank transfer (automatic),7104.2,0,0,Yes,No,Fiber optic,Yes,Yes,Yes,Yes
Two year,Yes,Bank transfer (automatic),4214.25,0,0,No,No,DSL,Yes,No,Yes,Yes
One year,Yes,Bank transfer (automatic),1992.2,0,0,Yes,Yes,Fiber optic,No,No,No,No
Month-to-month,Yes,Electronic check,1948.35,0,0,Yes,No,Fiber optic,No,No,No,No
One year,No,Bank transfer (automatic),1007.9,0,0,Yes,Yes,No Internet,No Internet,No Internet,No Internet,No Internet
One year,No,Electronic check,5036.9,0,0,No,Yes,Fiber optic,Yes,Yes,Yes,No
Two year,Yes,Credit card (automatic),6859.05,0,0,Yes,No,DSL,Yes,Yes,Yes,Yes
One year,Yes,Electronic check,6521.9,0,0,No,No,Fiber optic,Yes,Yes,Yes,No
One year,Yes,Mailed check,617.85,0,0,No,No,DSL,Yes,No,No,Yes
Month-to-month,Yes,Credit card (automatic),157.75,0,0,No,No,Fiber optic,No,No,No,No
One year,Yes,Bank transfer (automatic),516.3,0,0,No,No,No Internet,No Internet,No Internet,No Internet,No Internet
One year,Yes,Credit card (automatic),2364.0,0,0,No,No,DSL,No,Yes,No,No
Two year,Yes,Credit card (automatic),6239.05,0,0,Yes,Yes,DSL,Yes,Yes,Yes,Yes
One year,Yes,Mailed check,2042.05,0,0,Yes,Yes,DSL,Yes,Yes,Yes,No
Month-to-month,Yes,Credit card (automatic),2807.1,0,0,No,No,Fiber optic,No,No,Yes,Yes
One year,Yes,Credit card (automatic),4116.8,0,1,Yes,No,Fiber optic,Yes,Yes,Yes,Yes
One year,No,Mailed check,1317.95,0,0,Yes,No,DSL,Yes,No,Yes,No
One year,Yes,Electronic check,4594.65,0,0,Yes,No,Fiber optic,No,Yes,No,Yes
One year,Yes,Electronic check,6332.75,0,0,No,No,Fiber optic,Yes,Yes,Yes,No
One year,No,Credit card (automatic),3213.75,0,0,No,No,Fiber optic,No,Yes,No,No
One year,Yes,Credit card (automatic),4976.15,0,0,Yes,Yes,Fiber optic,No,Yes,Yes,No
One year,Yes,Electronic check,7308.95,0,1,Yes,No,Fiber optic,No,Yes,Yes,No
One year,Yes,Bank transfer (automatic),4555.2,0,1,Yes,No,Fiber optic,No,No,No,No
Month-to-month,Yes,Mailed check,44.95,0,0,No,No,DSL,No,No,No,No
One year,Yes,Electronic check,6982.5,0,0,Yes,No,Fiber optic,No,No,Yes,No
Month-to-month,Yes,Mailed check,1025.15,0,1,Yes,Yes,DSL,No,Yes,Yes,No
Two year,Yes,Mailed check,5714.2,0,0,No,No,DSL,Yes,No,Yes,Yes
Two year,Yes,Mailed check,789.55,0,0,Yes,Yes,No Internet,No Internet,No Internet,No Internet,No Internet
Month-to-month,Yes,Credit card (automatic),4834.0,0,0,Yes,No,Fiber optic,No,No,Yes,Yes
Month-to-month,No,Electronic check,3131.8,0,0,Yes,Yes,DSL,Yes,Yes,No,No
Month-to-month,Yes,Electronic check,3369.25,0,0,No,No,Fiber optic,Yes,No,No,No
Month-to-month,Yes,Bank transfer (automatic),2674.15,0,0,Yes,No,Fiber optic,No,Yes,No,No
Month-to-month,Yes,Electronic check,199.75,0,0,No,No,DSL,No,No,No,No
Two year,Yes,Credit card (automatic),1790.8,0,0,Yes,Yes,No Internet,No Internet,No Internet,No Internet,No Internet
Month-to-month,No,Mailed check,19.7,0,0,Yes,Yes,No Internet,No Internet,No Internet,No Internet,No Internet
Month-to-month,Yes,Electronic check,1400.3,0,1,No,No,Fiber optic,No,No,No,No
Month-to-month,Yes,Credit card (automatic),411.6,0,0,Yes,Yes,DSL,Yes,No,No,No
One year,No,Mailed check,741.0,0,0,No,No,No Internet,No Internet,No Internet,No Internet,No Internet
Month-to-month,No,Electronic check,5841.35,0,1,No,No,Fiber optic,No,Yes,Yes,No
Month-to-month,Yes,Electronic check,5688.45,0,1,Yes,Yes,Fiber optic,Yes,Yes,No,No
One year,No,Mailed check,31.9,0,0,Yes,Yes,No Internet,No Internet,No Internet,No Internet,No Internet
One year,Yes,Electronic check,6674.65,0,1,Yes,No,Fiber optic,Yes,No,No,No
Month-to-month,Yes,Electronic check,1345.75,0,0,No,No,Fiber optic,No,No,No,No
One year,Yes,Electronic check,1843.05,0,0,No,No,DSL,Yes,No,Yes,No
Two year,No,Credit card (automatic),1433.8,0,0,Yes,No,No Internet,No Internet,No Internet,No Internet,No Internet
Month-to-month,No,Electronic check,214.55,0,0,No,No,DSL,No,No,No,No
Month-to-month,Yes,Bank transfer (automatic),865.85,0,0,No,No,DSL,No,No,No,No
Month-to-month,No,Electronic check,1358.6,0,0,No,No,Fiber optic,No,Yes,Yes,No
Month-to-month,Yes,Electronic check,3147.15,0,1,Yes,No,Fiber optic,Yes,No,No,No
One year,No,Bank transfer (automatic),4535.85,0,0,No,No,Fiber optic,Yes,Yes,No,No
Two year,No,Bank transfer (automatic),1078.75,0,0,Yes,Yes,No Internet,No Internet,No Internet,No Internet,No Internet
Month-to-month,No,Mailed check,542.4,0,0,No,No,DSL,No,No,No,No
One year,Yes,Credit card (automatic),2312.55,0,0,Yes,No,DSL,Yes,Yes,Yes,Yes
One year,Yes,Electronic check,3250.45,0,0,Yes,No,DSL,No,Yes,Yes,Yes
Month-to-month,No,Mailed check,98.5,0,0,No,No,DSL,No,Yes,No,No
Month-to-month,Yes,Bank transfer (automatic),87.9,0,0,No,No,DSL,No,No,No,No
Month-to-month,No,Bank transfer (automatic),1952.25,0,0,No,No,Fiber optic,Yes,No,No,No
Month-to-month,Yes,Electronic check,153.8,0,1,Yes,No,Fiber optic,No,No,No,No
One year,Yes,Electronic check,5610.15,0,0,Yes,No,Fiber optic,No,Yes,Yes,No
Two year,Yes,Mailed check,4519.5,0,0,Yes,Yes,DSL,Yes,No,Yes,Yes
One year,Yes,Electronic check,2440.25,0,0,No,No,DSL,Yes,No,Yes,No
One year,Yes,Electronic check,6860.6,0,0,No,No,Fiber optic,No,Yes,No,Yes
Two year,No,Bank transfer (automatic),1377.7,0,0,Yes,Yes,No Internet,No Internet,No Internet,No Internet,No Internet
Month-to-month,Yes,Electronic check,190.25,0,0,No,No,DSL,No,No,No,No
Month-to-month,Yes,Electronic check,1651.95,0,0,No,No,Fiber optic,Yes,No,Yes,No
Month-to-month,No,Mailed check,78.3,0,0,No,No,No Internet,No Internet,No Internet,No Internet,No Internet
Two year,Yes,Bank transfer (automatic),7939.25,0,0,No,No,Fiber optic,Yes,Yes,Yes,Yes
Month-to-month,Yes,Mailed check,44.9,0,0,No,No,DSL,No,No,No,No
Month-to-month,Yes,Electronic check,576.7,0,0,No,No,Fiber optic,No,No,No,No
Two year,No,Mailed check,1279.0,0,0,No,No,No Internet,No Internet,No Internet,No Internet,No Internet
One year,No,Bank transfer (automatic),1260.7,0,1,No,No,No Internet,No Internet,No Internet,No Internet,No Internet
Month-to-month,No,Bank transfer (automatic),267.35,0,0,Yes,Yes,No Internet,No Internet,No Internet,No Internet,No Internet
Two year,Yes,Electronic check,6586.85,0,0,Yes,Yes,Fiber optic,Yes,No,Yes,Yes
Month-to-month,Yes,Credit card (automatic),934.15,0,0,No,No,DSL,Yes,Yes,No,No
Month-to-month,No,Mailed check,19.45,0,0,No,No,No Internet,No Internet,No Internet,No Internet,No Internet
Month-to-month,Yes,Electronic check,3645.6,0,1,No,No,Fiber optic,No,No,No,No
Month-to-month,No,Mailed check,314.45,0,0,Yes,No,No Internet,No Internet,No Internet,No Internet,No Internet
One year,No,Electronic check,3053.0,0,0,Yes,Yes,DSL,Yes,Yes,No,No
One year,No,Credit card (automatic),677.05,0,0,Yes,Yes,No Internet,No Internet,No Internet,No Internet,No Internet
Two year,No,Credit card (automatic),7965.95,0,0,Yes,No,Fiber optic,Yes,Yes,Yes,Yes
Month-to-month,Yes,Electronic check,140.1,0,1,Yes,No,Fiber optic,No,No,Yes,No
Month-to-month,Yes,Mailed check,1108.0,0,0,No,No,DSL,No,No,Yes,Yes
One year,No,Credit card (automatic),295.55,0,0,No,No,No Internet,No Internet,No Internet,No Internet,No Internet
One year,Yes,Mailed check,198.25,0,0,No,No,No Internet,No Internet,No Internet,No Internet,No Internet
Two year,Yes,Credit card (automatic),6741.15,0,0,Yes,Yes,Fiber optic,No,Yes,Yes,Yes
Month-to-month,Yes,Mailed check,79.15,0,0,No,No,Fiber optic,No,Yes,No,No
One year,No,Mailed check,1355.45,0,0,Yes,Yes,DSL,No,Yes,Yes,No
Two year,No,Credit card (automatic),7209.0,0,0,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes
Two year,Yes,Bank transfer (automatic),7726.35,0,0,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes
Month-to-month,No,Bank transfer (automatic),2070.75,0,0,Yes,No,DSL,Yes,No,No,No
One year,Yes,Credit card (automatic),1636.95,0,0,Yes,Yes,DSL,Yes,Yes,Yes,Yes
Two year,No,Bank transfer (automatic),7581.5,0,0,Yes,No,Fiber optic,Yes,Yes,Yes,Yes
Month-to-month,Yes,Electronic check,4729.75,0,0,No,No,Fiber optic,No,No,No,No
Two year,No,Electronic check,6126.1,0,0,Yes,No,DSL,Yes,No,Yes,Yes
Two year,No,Credit card (automatic),6333.4,0,1,Yes,No,DSL,Yes,Yes,Yes,Yes
One year,No,Credit card (automatic),6687.85,0,0,No,No,Fiber optic,Yes,No,No,Yes
Two year,Yes,Bank transfer (automatic),4158.25,0,0,Yes,Yes,DSL,Yes,Yes,Yes,Yes
Two year,Yes,Bank transfer (automatic),7149.35,0,0,No,No,Fiber optic,Yes,Yes,Yes,No
Two year,No,Bank transfer (automatic),1429.65,0,0,No,No,No Internet,No Internet,No Internet,No Internet,No Internet
Month-to-month,Yes,Electronic check,472.65,0,0,No,Yes,Fiber optic,No,No,No,No
One year,No,Mailed check,113.5,0,0,Yes,Yes,No Internet,No Internet,No Internet,No Internet,No Internet
Month-to-month,Yes,Bank transfer (automatic),1884.65,0,1,No,No,DSL,Yes,Yes,Yes,No
One year,No,Bank transfer (automatic),2568.15,0,0,Yes,Yes,Fiber optic,No,No,No,No
Two year,No,Credit card (automatic),470.0,0,0,No,No,No Internet,No Internet,No Internet,No Internet,No Internet
